epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,1213.1,1.12194,1.70061,0.73886,0.67884,1.09712,0.88572,0.88347,0.88879,0.52962,0.89284,0.82023,0.8582,0.51473,1.45538,2.43219,0.65437,0.79234,1.29934,0.001208,0.001208,0.001208
122,1224.67,1.09926,1.65508,0.73463,0.67262,1.08997,0.89882,0.82847,0.8678,0.48385,0.89395,0.81347,0.83972,0.4775,1.54417,2.57061,0.66003,0.82996,1.34231,0.0012014,0.0012014,0.0012014
123,1234.84,1.1138,1.6874,0.71964,0.69471,1.09701,0.86627,0.8601,0.86959,0.45609,0.92391,0.81792,0.85415,0.49885,1.67247,2.60928,0.67891,0.87814,1.40119,0.0011948,0.0011948,0.0011948
124,1243.49,1.07146,1.57366,0.71135,0.65613,1.09025,0.83655,0.82205,0.85183,0.44665,0.88485,0.79635,0.83349,0.53149,1.81303,2.75664,0.67249,0.90519,1.44485,0.0011882,0.0011882,0.0011882
125,1253.38,1.10653,1.73616,0.74013,0.64689,1.10339,0.88693,0.81865,0.87149,0.47604,0.8968,0.78238,0.81471,0.47124,1.67381,2.96203,0.68312,0.8765,1.34435,0.0011816,0.0011816,0.0011816
126,1262.57,1.13713,1.68999,0.74799,0.66736,1.10513,0.85967,0.86528,0.86562,0.43653,0.86641,0.80648,0.77775,0.41055,1.72916,2.80391,0.67981,0.85602,1.37635,0.001175,0.001175,0.001175
127,1272.56,1.15629,1.72351,0.70897,0.66515,1.09676,0.83316,0.87975,0.85725,0.4646,0.8621,0.82383,0.8363,0.45948,1.62621,2.59958,0.67133,0.87476,1.32927,0.0011684,0.0011684,0.0011684
128,1282.46,1.1369,1.82017,0.73603,0.68191,1.13102,0.90448,0.84974,0.88333,0.49879,0.88588,0.82902,0.8398,0.51941,1.6072,2.63806,0.66515,0.79926,1.32749,0.0011618,0.0011618,0.0011618
129,1292.31,1.11518,1.64095,0.72729,0.66402,1.11048,0.89853,0.84974,0.87252,0.5237,0.88304,0.78237,0.80071,0.50728,1.47321,2.7786,0.67754,0.78889,1.28692,0.0011552,0.0011552,0.0011552
130,1301.44,1.10205,1.64119,0.70302,0.67245,1.08689,0.82526,0.85646,0.84816,0.44817,0.88899,0.74692,0.77346,0.50005,1.74873,3.07172,0.66125,0.84974,1.372,0.0011486,0.0011486,0.0011486
131,1311.41,1.11373,1.58825,0.72873,0.67442,1.11221,0.82464,0.86528,0.85007,0.43821,0.88924,0.7772,0.78971,0.50932,1.81648,2.9145,0.66412,0.86907,1.38168,0.001142,0.001142,0.001142
132,1321.36,1.09575,1.52998,0.71906,0.63461,1.09343,0.88577,0.87047,0.89966,0.51819,0.90646,0.78238,0.82243,0.54439,1.58646,2.64072,0.66327,0.7981,1.32155,0.0011354,0.0011354,0.0011354
133,1333.35,1.07492,1.50708,0.71171,0.63683,1.07809,0.8883,0.84974,0.89336,0.49592,0.87319,0.81865,0.82197,0.52821,1.67686,2.63755,0.67196,0.80862,1.38308,0.0011288,0.0011288,0.0011288
134,1343.38,1.10453,1.60836,0.69242,0.65837,1.08886,0.8768,0.84811,0.88804,0.48889,0.90932,0.80829,0.8631,0.54394,1.63265,2.57984,0.66656,0.78496,1.36791,0.0011222,0.0011222,0.0011222
135,1353.38,1.06466,1.64495,0.69972,0.64146,1.08894,0.92279,0.8342,0.87108,0.50641,0.9276,0.82902,0.84783,0.55157,1.52813,2.46932,0.66201,0.7987,1.29916,0.0011156,0.0011156,0.0011156
136,1363.24,1.11888,1.74845,0.69769,0.67515,1.12208,0.87542,0.83938,0.86562,0.47488,0.85854,0.77202,0.78534,0.43657,1.62903,3.01377,0.67048,0.878,1.34007,0.001109,0.001109,0.001109
137,1373.55,1.052,1.68656,0.69752,0.66499,1.10113,0.85647,0.8348,0.86609,0.43664,0.87121,0.80613,0.82213,0.4933,1.76776,2.60947,0.66846,0.90387,1.4428,0.0011024,0.0011024,0.0011024
138,1382.6,1.06808,1.72233,0.70856,0.66126,1.07434,0.87949,0.82902,0.8466,0.43736,0.8913,0.80724,0.81737,0.44187,1.74281,2.66401,0.66133,0.84255,1.38538,0.0010958,0.0010958,0.0010958
139,1393.17,1.0862,1.69284,0.69432,0.65396,1.07116,0.90616,0.80311,0.85365,0.48943,0.89063,0.80311,0.83333,0.53575,1.62092,2.57701,0.67572,0.85457,1.3493,0.0010892,0.0010892,0.0010892
140,1403.29,1.01201,1.57822,0.71173,0.62441,1.05352,0.91393,0.88027,0.91331,0.51386,0.90832,0.84974,0.87918,0.53873,1.54132,2.4477,0.66545,0.75621,1.31989,0.0010826,0.0010826,0.0010826
141,1413.34,1.11953,1.56923,0.69174,0.66209,1.10443,0.8643,0.8342,0.8783,0.4928,0.89544,0.8342,0.87656,0.51832,1.57083,2.49716,0.66624,0.78656,1.36606,0.001076,0.001076,0.001076
142,1423.75,1.07932,1.68746,0.67927,0.66032,1.09223,0.91874,0.8342,0.90297,0.50582,0.92615,0.83938,0.89324,0.55891,1.60537,2.46889,0.67402,0.75695,1.37632,0.0010694,0.0010694,0.0010694
143,1433.47,1.11626,1.72903,0.69119,0.66157,1.11329,0.89599,0.86528,0.90239,0.50814,0.90386,0.81347,0.85629,0.53533,1.52455,2.50897,0.66888,0.75661,1.33814,0.0010628,0.0010628,0.0010628
144,1443.63,1.07791,1.56952,0.688,0.65409,1.09128,0.86331,0.87565,0.88706,0.45798,0.89036,0.84157,0.86052,0.55015,1.67098,2.51547,0.66721,0.82725,1.37114,0.0010562,0.0010562,0.0010562
145,1454.02,1.04973,1.64237,0.66724,0.61876,1.07676,0.87779,0.856,0.88935,0.43334,0.90196,0.82383,0.83739,0.55146,1.78221,2.68087,0.69207,0.83082,1.40356,0.0010496,0.0010496,0.0010496
146,1463.46,1.048,1.54626,0.69683,0.62556,1.0749,0.94408,0.85492,0.92518,0.54033,0.92562,0.83821,0.8696,0.58084,1.4583,2.37576,0.64495,0.72918,1.30342,0.001043,0.001043,0.001043
147,1474.56,1.04481,1.59169,0.67296,0.62842,1.05237,0.86806,0.88601,0.88636,0.49679,0.93378,0.84456,0.89821,0.53067,1.56387,2.37138,0.64857,0.77223,1.33848,0.0010364,0.0010364,0.0010364
148,1484.42,1.0466,1.47201,0.67767,0.62642,1.05924,0.88492,0.86528,0.86517,0.42364,0.87962,0.8601,0.86353,0.51514,1.82659,2.45801,0.65577,0.86006,1.38146,0.0010298,0.0010298,0.0010298
149,1494.58,1.07721,1.45445,0.69722,0.63682,1.07297,0.86901,0.89369,0.88541,0.50097,0.84983,0.87047,0.83846,0.48655,1.45623,2.35635,0.64151,0.77448,1.27719,0.0010232,0.0010232,0.0010232
150,1504.49,1.06311,1.65071,0.69986,0.65945,1.08361,0.9103,0.86528,0.8856,0.52305,0.91379,0.8342,0.85748,0.50716,1.43317,2.53648,0.65598,0.74651,1.30002,0.0010166,0.0010166,0.0010166
151,1514.7,1.01929,1.47316,0.67778,0.58397,1.04117,0.89668,0.82902,0.85448,0.45456,0.90845,0.82259,0.82865,0.54328,1.69198,2.65464,0.66611,0.81648,1.4013,0.00101,0.00101,0.00101
152,1523.39,1.02715,1.46024,0.68035,0.6025,1.05289,0.85551,0.85896,0.85138,0.47113,0.89991,0.79198,0.80971,0.47099,1.55469,2.59075,0.66372,0.77885,1.35845,0.0010034,0.0010034,0.0010034
153,1533.55,1.03999,1.6079,0.66445,0.61087,1.0626,0.84608,0.84974,0.83342,0.4677,0.89303,0.82188,0.8011,0.44688,1.48816,2.48348,0.64634,0.81126,1.29715,0.0009968,0.0009968,0.0009968
154,1543.66,0.98918,1.50408,0.65462,0.60067,1.04413,0.87179,0.88601,0.86217,0.47628,0.93131,0.84299,0.86573,0.46953,1.55235,2.42775,0.64767,0.77587,1.36343,0.0009902,0.0009902,0.0009902
155,1554.02,1.01513,1.46698,0.67937,0.61413,1.07065,0.87505,0.87047,0.88545,0.50174,0.90195,0.82383,0.83498,0.51524,1.5313,2.60045,0.6722,0.74571,1.34273,0.0009836,0.0009836,0.0009836
156,1564.16,1.0131,1.45447,0.65157,0.60822,1.06428,0.89286,0.8636,0.90085,0.53757,0.89989,0.83838,0.86545,0.57831,1.47295,2.48639,0.66285,0.71734,1.32865,0.000977,0.000977,0.000977
157,1573.98,1.04599,1.42583,0.64341,0.62347,1.08636,0.85185,0.86396,0.87835,0.49579,0.89413,0.78763,0.80759,0.50536,1.595,2.66371,0.65417,0.76007,1.34428,0.0009704,0.0009704,0.0009704
158,1584,1.04342,1.60057,0.66742,0.62682,1.0675,0.86941,0.86237,0.89414,0.50095,0.91893,0.82218,0.84035,0.52057,1.61254,2.52696,0.65322,0.78205,1.32834,0.0009638,0.0009638,0.0009638
159,1593.97,1.01701,1.49294,0.6406,0.59816,1.05769,0.91058,0.87565,0.9099,0.52567,0.8997,0.82383,0.83683,0.51611,1.48957,2.39416,0.64327,0.78332,1.30831,0.0009572,0.0009572,0.0009572
160,1604.16,1.02466,1.38525,0.66296,0.605,1.06145,0.87409,0.87047,0.88296,0.48201,0.8952,0.82383,0.82844,0.45996,1.56424,2.46538,0.65144,0.80798,1.33219,0.0009506,0.0009506,0.0009506
161,1613.17,1.02346,1.45188,0.65098,0.61892,1.07593,0.88092,0.88083,0.90406,0.51828,0.90038,0.81347,0.84489,0.51059,1.48638,2.43962,0.6286,0.77038,1.29139,0.000944,0.000944,0.000944
162,1623.32,0.99917,1.53341,0.65273,0.61504,1.05424,0.88225,0.87565,0.88603,0.49856,0.88361,0.80829,0.81063,0.51466,1.54649,2.60595,0.64252,0.79097,1.33707,0.0009374,0.0009374,0.0009374
163,1632.52,1.05817,1.53422,0.65994,0.61156,1.06808,0.85614,0.86336,0.85714,0.43455,0.90885,0.79275,0.81483,0.46277,1.78455,2.72227,0.65735,0.83503,1.42235,0.0009308,0.0009308,0.0009308
164,1642.58,0.9904,1.55259,0.65666,0.59985,1.03806,0.90215,0.85988,0.88416,0.52382,0.91558,0.80829,0.85496,0.54108,1.45128,2.34629,0.64786,0.76384,1.2795,0.0009242,0.0009242,0.0009242
165,1651.65,1.02888,1.41122,0.65091,0.61029,1.06036,0.8829,0.88083,0.88964,0.48394,0.92401,0.81902,0.83445,0.4503,1.58237,2.65128,0.66556,0.78675,1.31641,0.0009176,0.0009176,0.0009176
166,1661.81,0.94762,1.34587,0.6533,0.58684,1.02034,0.8962,0.89474,0.9119,0.53073,0.91286,0.82902,0.85278,0.50232,1.40388,2.58713,0.68638,0.77179,1.26453,0.000911,0.000911,0.000911
167,1671.97,1.00022,1.40744,0.64622,0.60325,1.04591,0.90757,0.86491,0.9106,0.54726,0.91278,0.80829,0.84266,0.51843,1.39286,2.61731,0.67486,0.74022,1.24505,0.0009044,0.0009044,0.0009044
168,1682.08,0.98456,1.31581,0.64477,0.58411,1.05185,0.91075,0.84597,0.89517,0.53187,0.92151,0.79793,0.87138,0.55687,1.48213,2.55974,0.66326,0.73724,1.28092,0.0008978,0.0008978,0.0008978
169,1691.38,0.96986,1.42732,0.6417,0.58932,1.03855,0.91139,0.85268,0.90953,0.54306,0.91868,0.79275,0.83925,0.55375,1.49785,2.64475,0.67586,0.76129,1.27191,0.0008912,0.0008912,0.0008912
170,1701.06,0.98337,1.34989,0.63603,0.58723,1.04336,0.92541,0.87047,0.89331,0.4708,0.93743,0.82902,0.8688,0.54052,1.64646,2.42768,0.65627,0.79214,1.34247,0.0008846,0.0008846,0.0008846
171,1711.04,0.98179,1.35193,0.64707,0.61414,1.05742,0.9188,0.8601,0.9055,0.55899,0.92248,0.84974,0.88644,0.54785,1.41404,2.42367,0.65909,0.74756,1.27747,0.000878,0.000878,0.000878
172,1720.1,0.98523,1.38302,0.635,0.60465,1.04014,0.91063,0.84476,0.86656,0.5119,0.92637,0.84743,0.87377,0.55553,1.50999,2.32829,0.65162,0.79095,1.31499,0.0008714,0.0008714,0.0008714
173,1729.25,0.99005,1.43904,0.66607,0.58734,1.04752,0.88636,0.84456,0.86279,0.48594,0.93213,0.8342,0.85419,0.51902,1.52157,2.39798,0.65315,0.80331,1.3291,0.0008648,0.0008648,0.0008648
174,1739.26,0.96775,1.43671,0.64583,0.56988,1.03129,0.88282,0.89782,0.90654,0.53248,0.94952,0.80311,0.85535,0.54665,1.47565,2.50853,0.6594,0.77435,1.30004,0.0008582,0.0008582,0.0008582
175,1749.12,0.98226,1.39563,0.65659,0.58942,1.04543,0.8817,0.8882,0.8967,0.52453,0.90246,0.81347,0.84991,0.55813,1.46329,2.55474,0.66662,0.75028,1.27598,0.0008516,0.0008516,0.0008516
176,1759.29,0.99432,1.4602,0.62903,0.59499,1.03435,0.86482,0.86186,0.86348,0.50613,0.93047,0.83202,0.86379,0.59638,1.53618,2.48915,0.64977,0.7883,1.29114,0.000845,0.000845,0.000845
177,1769.26,1.01632,1.4724,0.62764,0.61982,1.05559,0.8729,0.88961,0.87516,0.52729,0.91038,0.8342,0.857,0.51101,1.40645,2.50515,0.65204,0.78145,1.24481,0.0008384,0.0008384,0.0008384
178,1779.31,0.98978,1.47678,0.644,0.60656,1.0469,0.85926,0.8601,0.85144,0.45954,0.87515,0.79903,0.81369,0.44108,1.62743,2.50366,0.66846,0.79636,1.34187,0.0008318,0.0008318,0.0008318
179,1789.32,0.96698,1.48989,0.65131,0.57999,1.03649,0.88569,0.84456,0.87056,0.48541,0.91137,0.84456,0.88323,0.56352,1.64407,2.45917,0.6432,0.77233,1.3861,0.0008252,0.0008252,0.0008252
180,1799.27,0.97008,1.47157,0.6355,0.56891,1.02305,0.87788,0.84974,0.87035,0.51877,0.92743,0.81865,0.86806,0.53233,1.53156,2.50421,0.64868,0.7244,1.34161,0.0008186,0.0008186,0.0008186
181,1809.28,0.99961,1.44034,0.62215,0.60377,1.05337,0.85101,0.8601,0.84454,0.41795,0.89488,0.82902,0.8294,0.45139,1.7797,2.48488,0.64333,0.81065,1.42786,0.000812,0.000812,0.000812
182,1819.12,0.96878,1.25574,0.61926,0.564,1.04502,0.86347,0.85203,0.85245,0.47778,0.91916,0.82902,0.87499,0.55176,1.67144,2.52401,0.65255,0.76347,1.41235,0.0008054,0.0008054,0.0008054
183,1829.03,1.00891,1.37983,0.63488,0.58459,1.05352,0.89273,0.87047,0.89172,0.57667,0.94232,0.81865,0.87443,0.60012,1.41704,2.50828,0.6548,0.72064,1.29341,0.0007988,0.0007988,0.0007988
184,1839.79,0.962,1.36777,0.6097,0.56512,1.03705,0.8879,0.87565,0.89682,0.51248,0.92478,0.8342,0.87847,0.57456,1.5701,2.55078,0.65432,0.77141,1.30352,0.0007922,0.0007922,0.0007922
185,1849.65,0.92818,1.38586,0.64994,0.54999,1.01473,0.88448,0.85492,0.88912,0.49791,0.9292,0.81602,0.86559,0.53899,1.61992,2.50434,0.64903,0.75722,1.33094,0.0007856,0.0007856,0.0007856
186,1859.58,0.95549,1.34687,0.6161,0.56719,1.02231,0.88097,0.88199,0.88112,0.52157,0.92512,0.83216,0.86749,0.56964,1.51054,2.47858,0.63542,0.75824,1.25999,0.000779,0.000779,0.000779
187,1869.44,0.94553,1.49696,0.62646,0.55995,1.03079,0.8703,0.86918,0.88758,0.53295,0.91787,0.86861,0.89194,0.60267,1.46457,2.3403,0.62275,0.74032,1.2498,0.0007724,0.0007724,0.0007724
188,1879.4,0.91124,1.27982,0.63792,0.54305,1.0163,0.85369,0.88601,0.89238,0.52681,0.93773,0.85837,0.90544,0.61928,1.50044,2.3481,0.63932,0.73391,1.27584,0.0007658,0.0007658,0.0007658
189,1889.06,0.91787,1.21074,0.62821,0.53934,1.00542,0.90322,0.88601,0.89797,0.52363,0.93225,0.88601,0.89639,0.6038,1.48827,2.34131,0.6403,0.72055,1.30822,0.0007592,0.0007592,0.0007592
190,1898.93,0.95227,1.33162,0.60872,0.58939,1.02354,0.90684,0.85742,0.89537,0.52529,0.92286,0.86776,0.90682,0.6072,1.51076,2.34728,0.64923,0.73524,1.29924,0.0007526,0.0007526,0.0007526
191,1908.83,0.92924,1.28194,0.64078,0.57697,1.03713,0.91432,0.88083,0.91771,0.56293,0.92894,0.84974,0.89222,0.59442,1.41132,2.37925,0.65773,0.72044,1.24915,0.000746,0.000746,0.000746
192,1918.69,0.93314,1.28857,0.61406,0.56805,1.01744,0.89406,0.87456,0.90959,0.54569,0.9472,0.83938,0.89492,0.56225,1.46847,2.48649,0.6483,0.74483,1.27357,0.0007394,0.0007394,0.0007394
193,1928.64,0.9623,1.29337,0.60454,0.57797,1.02563,0.89037,0.87565,0.90177,0.5266,0.88846,0.86669,0.88188,0.54744,1.48285,2.36169,0.64504,0.73974,1.28498,0.0007328,0.0007328,0.0007328
194,1938.55,0.93456,1.42685,0.64878,0.57591,1.02952,0.88591,0.87565,0.89622,0.53713,0.90016,0.86528,0.88189,0.5602,1.45981,2.35894,0.65126,0.73865,1.32377,0.0007262,0.0007262,0.0007262
195,1948.37,0.96228,1.41815,0.6112,0.56916,1.04089,0.87496,0.89119,0.90538,0.54649,0.86434,0.82902,0.84888,0.54107,1.43017,2.58709,0.66721,0.72261,1.27145,0.0007196,0.0007196,0.0007196
196,1958.4,0.92697,1.34173,0.60616,0.55518,1.02089,0.88288,0.88083,0.87857,0.49341,0.90268,0.81698,0.86248,0.50929,1.52283,2.54028,0.64166,0.72794,1.31043,0.000713,0.000713,0.000713
197,1968.17,0.92875,1.2264,0.59332,0.55813,1.01859,0.89888,0.8601,0.88365,0.48821,0.91001,0.83833,0.87924,0.55284,1.54843,2.34929,0.63519,0.7552,1.33589,0.0007064,0.0007064,0.0007064
198,1978.18,0.92379,1.24371,0.60591,0.54147,1.01241,0.87826,0.83938,0.87061,0.47183,0.91822,0.85492,0.88573,0.57146,1.64017,2.25761,0.61515,0.76384,1.35146,0.0006998,0.0006998,0.0006998
199,1987.89,0.92089,1.31808,0.58808,0.54335,1.01141,0.89173,0.85346,0.89788,0.54738,0.92261,0.84456,0.87787,0.58061,1.42668,2.29036,0.61618,0.70537,1.25583,0.0006932,0.0006932,0.0006932
200,1997.84,0.88604,1.34002,0.57762,0.53923,0.99346,0.86286,0.88024,0.89199,0.5038,0.89908,0.83091,0.85931,0.52557,1.48606,2.27278,0.62353,0.74988,1.27597,0.0006866,0.0006866,0.0006866
201,2007.64,0.89408,1.23612,0.59949,0.5471,1.01231,0.88211,0.90155,0.91617,0.56137,0.90138,0.85244,0.86576,0.53599,1.3452,2.28604,0.62726,0.70085,1.22016,0.00068,0.00068,0.00068
202,2017.8,0.91579,1.27487,0.57356,0.5575,1.01149,0.87148,0.88601,0.89745,0.5173,0.88995,0.88601,0.88105,0.54616,1.50702,2.30543,0.62543,0.73441,1.29333,0.0006734,0.0006734,0.0006734
203,2027.62,0.88626,1.22135,0.58406,0.54819,1.01881,0.88982,0.84974,0.89433,0.52503,0.89525,0.85492,0.8636,0.57862,1.48181,2.34958,0.63857,0.7174,1.2828,0.0006668,0.0006668,0.0006668
204,2037.49,0.8751,1.19058,0.61089,0.53808,0.98709,0.86389,0.85506,0.87995,0.49739,0.92926,0.83938,0.86726,0.58504,1.58602,2.43807,0.63862,0.7596,1.31608,0.0006602,0.0006602,0.0006602
205,2047.3,0.89765,1.05986,0.56418,0.53445,0.99216,0.89554,0.88083,0.89763,0.51223,0.94291,0.85577,0.87871,0.60327,1.49825,2.17502,0.60312,0.70644,1.29799,0.0006536,0.0006536,0.0006536
206,2057.14,0.94033,1.1972,0.56927,0.58081,1.01459,0.897,0.84974,0.88241,0.51082,0.92498,0.83054,0.83901,0.54315,1.51502,2.35787,0.60539,0.73555,1.29753,0.000647,0.000647,0.000647
207,2066.97,0.92385,1.40172,0.59457,0.57029,1.03497,0.89426,0.87047,0.86864,0.48619,0.90882,0.81347,0.83424,0.5455,1.64648,2.50045,0.62208,0.73995,1.36264,0.0006404,0.0006404,0.0006404
208,2075.57,0.91686,1.30194,0.59975,0.55384,1.0182,0.88496,0.90674,0.92361,0.58378,0.90907,0.8288,0.84531,0.55828,1.31013,2.60183,0.65132,0.69256,1.20729,0.0006338,0.0006338,0.0006338
209,2085.5,0.92867,1.33233,0.62208,0.56522,1.01351,0.89925,0.88083,0.90133,0.52749,0.8995,0.87047,0.88633,0.58396,1.47671,2.42365,0.63059,0.72969,1.26662,0.0006272,0.0006272,0.0006272
210,2095.47,0.88789,1.35155,0.57687,0.5315,1.0067,0.89572,0.8601,0.88729,0.53156,0.92682,0.82902,0.86265,0.55172,1.46796,2.49036,0.63221,0.7458,1.27312,0.0006206,0.0006206,0.0006206
211,2105.23,0.8671,1.17764,0.59628,0.52609,0.99069,0.89066,0.85492,0.89198,0.53269,0.92436,0.82313,0.8571,0.56647,1.49094,2.58109,0.65047,0.72407,1.29336,0.000614,0.000614,0.000614
212,2115.13,0.91903,1.36837,0.59658,0.55154,1.02509,0.89992,0.83862,0.88975,0.51564,0.90162,0.81865,0.85018,0.57072,1.6055,2.69027,0.6511,0.75501,1.36757,0.0006074,0.0006074,0.0006074
213,2124.84,0.85377,1.16777,0.60086,0.51915,0.99099,0.9075,0.8642,0.9014,0.53279,0.91905,0.82902,0.8651,0.58016,1.49553,2.50284,0.63408,0.72963,1.33527,0.0006008,0.0006008,0.0006008
214,2134.75,0.89012,1.17507,0.58008,0.54164,0.99107,0.88094,0.88175,0.90399,0.5511,0.94155,0.85492,0.88894,0.59568,1.40363,2.25841,0.61104,0.68926,1.25678,0.0005942,0.0005942,0.0005942
215,2144.61,0.90379,1.25966,0.5994,0.55873,1.00498,0.90374,0.8756,0.90239,0.54073,0.94304,0.85782,0.90009,0.5785,1.47635,2.29342,0.61643,0.70758,1.27988,0.0005876,0.0005876,0.0005876
216,2154.78,0.8812,1.23096,0.56903,0.53971,1.00531,0.91326,0.88083,0.91757,0.55529,0.94347,0.85492,0.9007,0.61421,1.48167,2.19737,0.61686,0.70789,1.30157,0.000581,0.000581,0.000581
217,2164.28,0.89031,1.166,0.57403,0.53525,1.02235,0.86914,0.89476,0.90329,0.55531,0.91867,0.85492,0.87729,0.60104,1.40393,2.25754,0.61179,0.68956,1.28667,0.0005744,0.0005744,0.0005744
218,2174.18,0.9095,1.19365,0.58522,0.54169,1.01454,0.8648,0.89637,0.89013,0.53183,0.89797,0.82085,0.85801,0.57083,1.47177,2.31526,0.62284,0.71266,1.34125,0.0005678,0.0005678,0.0005678
219,2184.19,0.91131,1.27189,0.5942,0.53403,1.0167,0.86192,0.87565,0.87857,0.50358,0.87762,0.88601,0.88763,0.56741,1.6058,2.26328,0.64236,0.75559,1.35811,0.0005612,0.0005612,0.0005612
220,2193.71,0.87378,1.26794,0.59646,0.53911,1.00906,0.88348,0.90674,0.9207,0.55625,0.88903,0.86528,0.8877,0.58789,1.45206,2.21405,0.63824,0.71736,1.27947,0.0005546,0.0005546,0.0005546
221,2202.89,0.84173,1.19189,0.59093,0.5159,0.9878,0.9078,0.89637,0.93086,0.56725,0.90668,0.86528,0.88652,0.60143,1.41784,2.14726,0.60232,0.68174,1.25659,0.000548,0.000548,0.000548
222,2212.34,0.90086,1.22415,0.56377,0.52525,1.01229,0.88332,0.89119,0.90994,0.53137,0.87727,0.85183,0.85669,0.54621,1.49114,2.4817,0.62857,0.72453,1.27018,0.0005414,0.0005414,0.0005414
223,2221.84,0.8863,1.25515,0.57929,0.52325,0.9911,0.90637,0.91192,0.94117,0.57025,0.88483,0.83595,0.84709,0.56428,1.37991,2.57354,0.63859,0.71015,1.2268,0.0005348,0.0005348,0.0005348
224,2231.58,0.8466,1.17156,0.58664,0.50565,0.99717,0.86552,0.88601,0.90888,0.52245,0.8795,0.80829,0.84484,0.55476,1.58463,2.62683,0.65149,0.74425,1.27742,0.0005282,0.0005282,0.0005282
225,2240.45,0.87007,1.22108,0.59126,0.51456,1.0017,0.86282,0.88083,0.91047,0.53873,0.89759,0.81865,0.85689,0.56137,1.53642,2.57249,0.64038,0.73509,1.27026,0.0005216,0.0005216,0.0005216
226,2250.14,0.83936,1.20195,0.55444,0.51389,0.98551,0.8976,0.86294,0.91273,0.56385,0.9281,0.82383,0.87724,0.60408,1.4614,2.44761,0.62825,0.71777,1.2513,0.000515,0.000515,0.000515
227,2259.61,0.85207,1.18655,0.58252,0.5267,1.00203,0.90391,0.88601,0.92374,0.5841,0.89738,0.83938,0.88357,0.63451,1.40908,2.41894,0.63431,0.71379,1.24222,0.0005084,0.0005084,0.0005084
228,2269.36,0.85298,1.14024,0.56343,0.5138,0.99374,0.87547,0.89119,0.91544,0.57358,0.93657,0.8416,0.89043,0.61776,1.41365,2.39306,0.64387,0.70362,1.25855,0.0005018,0.0005018,0.0005018
229,2278.82,0.82196,1.16083,0.57056,0.49802,0.97282,0.88648,0.87565,0.90601,0.53496,0.90507,0.8342,0.85924,0.58647,1.50666,2.34287,0.64687,0.73115,1.29986,0.0004952,0.0004952,0.0004952
230,2288.37,0.8263,1.1466,0.56954,0.51028,0.9775,0.89556,0.86528,0.88679,0.5487,0.93507,0.82078,0.86186,0.58745,1.46989,2.37256,0.63936,0.69214,1.29461,0.0004886,0.0004886,0.0004886
231,2296.96,0.85889,1.2063,0.57053,0.5204,0.99816,0.91149,0.85376,0.91055,0.54453,0.90419,0.8342,0.86657,0.58712,1.56471,2.46482,0.62902,0.73881,1.32565,0.000482,0.000482,0.000482
232,2306.18,0.83015,1.12113,0.56558,0.49784,0.9848,0.90815,0.84456,0.90938,0.55186,0.90815,0.84456,0.89084,0.61552,1.53134,2.43765,0.63191,0.74735,1.30592,0.0004754,0.0004754,0.0004754
233,2315.4,0.8664,1.17218,0.57729,0.52743,0.99429,0.8733,0.89637,0.90938,0.53578,0.93668,0.84315,0.86829,0.58287,1.49834,2.37714,0.63354,0.72139,1.29254,0.0004688,0.0004688,0.0004688
234,2324.99,0.84943,1.20069,0.57035,0.51286,0.98643,0.92375,0.90155,0.91484,0.56294,0.93289,0.83938,0.85916,0.59949,1.43306,2.40408,0.64613,0.70043,1.28517,0.0004622,0.0004622,0.0004622
235,2334.56,0.83869,1.23893,0.59795,0.51582,0.99561,0.89702,0.91192,0.92657,0.54412,0.87248,0.78756,0.82713,0.60065,1.53162,2.62699,0.63073,0.74328,1.30139,0.0004556,0.0004556,0.0004556
236,2344.23,0.83667,1.23589,0.58759,0.50939,0.98731,0.86542,0.89965,0.9179,0.54271,0.89887,0.78293,0.8413,0.59196,1.55909,2.61697,0.62942,0.75303,1.31579,0.000449,0.000449,0.000449
237,2352.96,0.85879,1.147,0.55321,0.52539,0.99674,0.8603,0.89637,0.92014,0.54379,0.89803,0.82134,0.86315,0.58541,1.53405,2.3688,0.62414,0.72328,1.31782,0.0004424,0.0004424,0.0004424
238,2362.57,0.84823,1.18664,0.57796,0.50836,0.99759,0.86066,0.88601,0.91026,0.53765,0.89567,0.84511,0.88839,0.60421,1.5616,2.31979,0.62991,0.71856,1.32126,0.0004358,0.0004358,0.0004358
239,2371.96,0.83655,1.16642,0.57633,0.49993,0.99572,0.8931,0.86576,0.91237,0.54034,0.94861,0.82383,0.90373,0.62056,1.54598,2.34436,0.6281,0.73075,1.31511,0.0004292,0.0004292,0.0004292
240,2381.44,0.8049,1.092,0.54951,0.50037,0.96295,0.9152,0.8601,0.9275,0.56058,0.93612,0.82902,0.88326,0.63841,1.44417,2.33244,0.61396,0.72198,1.27583,0.0004226,0.0004226,0.0004226
