epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
236,2120.29,0.90683,1.10677,0.61592,0.5483,1.00128,0.91472,0.83365,0.89323,0.51058,0.89929,0.78656,0.83175,0.5968,1.55863,2.37197,0.6776,0.84187,1.33615,0.0092245,0.0092245,0.0092245
237,2128.7,0.9133,1.16324,0.59525,0.55138,1.00193,0.88033,0.83854,0.89475,0.5,0.92072,0.81865,0.87297,0.62634,1.59417,2.09351,0.68642,0.84498,1.3332,0.0092212,0.0092212,0.0092212
238,2137.08,0.88636,1.07898,0.61603,0.52429,0.99481,0.9096,0.83415,0.90151,0.5204,0.90902,0.82828,0.88407,0.6331,1.53883,2.10208,0.65881,0.84836,1.30129,0.0092179,0.0092179,0.0092179
239,2145.46,0.90455,1.00762,0.6248,0.54103,1.01352,0.89899,0.83938,0.88434,0.54362,0.91236,0.82383,0.87543,0.62941,1.48588,2.10186,0.65343,0.82619,1.27697,0.0092146,0.0092146,0.0092146
240,2153.84,0.87497,1.08784,0.58176,0.52474,0.9836,0.8963,0.84456,0.90138,0.51004,0.92822,0.82383,0.85618,0.58448,1.46587,2.17833,0.63675,0.8131,1.2833,0.0092113,0.0092113,0.0092113
241,2162.21,0.92889,1.19751,0.61071,0.55713,1.02387,0.8719,0.88166,0.90795,0.51213,0.86714,0.78756,0.81538,0.58324,1.52821,2.34012,0.6398,0.80465,1.31878,0.009208,0.009208,0.009208
242,2170.52,0.93692,1.13841,0.59958,0.54982,1.01786,0.89227,0.87047,0.90905,0.52751,0.91494,0.80829,0.8567,0.60104,1.44536,2.17827,0.65648,0.78379,1.29058,0.0092047,0.0092047,0.0092047
243,2178.85,0.90601,1.14299,0.608,0.5466,0.99073,0.88907,0.84974,0.88448,0.51806,0.90458,0.80829,0.84701,0.60347,1.42982,2.19567,0.67298,0.76882,1.29421,0.0092014,0.0092014,0.0092014
244,2187.29,0.90684,1.09471,0.60446,0.53896,1.00798,0.91651,0.81347,0.87946,0.48583,0.93304,0.81347,0.84785,0.56823,1.52681,2.2918,0.68386,0.80376,1.34337,0.0091981,0.0091981,0.0091981
245,2196.45,0.88998,1.19528,0.60655,0.54921,0.99985,0.8995,0.81865,0.86911,0.47678,0.91661,0.79738,0.82612,0.55523,1.54396,2.21038,0.68019,0.80725,1.34025,0.0091948,0.0091948,0.0091948
246,2205.62,0.94227,1.14224,0.59761,0.54493,1.00804,0.8813,0.8601,0.90522,0.53845,0.90795,0.81773,0.85201,0.60748,1.47687,2.1749,0.66406,0.79089,1.30497,0.0091915,0.0091915,0.0091915
247,2215.17,0.87423,1.03449,0.60627,0.5242,0.97967,0.91658,0.854,0.92071,0.51827,0.88238,0.77741,0.82737,0.6295,1.51535,2.40731,0.68043,0.78373,1.30228,0.0091882,0.0091882,0.0091882
248,2223.54,0.9087,1.06568,0.59224,0.54359,0.99894,0.89233,0.84974,0.90472,0.52112,0.88057,0.76404,0.8161,0.62513,1.57721,2.54913,0.70595,0.81389,1.32776,0.0091849,0.0091849,0.0091849
249,2232.47,0.91805,1.12726,0.59506,0.55747,0.99237,0.92257,0.82383,0.90414,0.5527,0.90444,0.76166,0.80552,0.59944,1.4291,2.69344,0.73232,0.7935,1.27206,0.0091816,0.0091816,0.0091816
250,2240.82,0.88422,1.10106,0.59736,0.53223,0.99106,0.91914,0.8342,0.91394,0.54149,0.8978,0.73575,0.7706,0.56562,1.45857,3.0916,0.74261,0.77988,1.29412,0.0091783,0.0091783,0.0091783
251,2249.18,0.93692,1.2114,0.59545,0.56056,1.03113,0.9014,0.85267,0.91704,0.54094,0.86238,0.74675,0.76839,0.56555,1.46628,2.68038,0.67008,0.75967,1.32733,0.009175,0.009175,0.009175
252,2257.52,0.91374,1.06987,0.59211,0.55437,1.00869,0.87248,0.85492,0.85541,0.44889,0.88356,0.78635,0.80118,0.55864,1.66086,2.23921,0.67289,0.98123,1.3832,0.0091717,0.0091717,0.0091717
253,2266.93,0.89158,1.10118,0.55091,0.51907,0.99023,0.92019,0.82902,0.87559,0.48432,0.90905,0.77678,0.80847,0.5843,1.50867,2.1597,0.65681,1.01988,1.30694,0.0091684,0.0091684,0.0091684
254,2275.27,0.97046,1.06334,0.57319,0.57849,1.01794,0.89071,0.87565,0.90176,0.50123,0.88673,0.76684,0.78522,0.56789,1.49008,2.36562,0.65102,0.80008,1.29655,0.0091651,0.0091651,0.0091651
255,2283.6,0.92848,1.05384,0.58818,0.53895,0.99102,0.91583,0.86528,0.90763,0.50531,0.83146,0.79275,0.78076,0.56944,1.51067,2.45924,0.65491,0.7915,1.34134,0.0091618,0.0091618,0.0091618
256,2292.59,0.89192,1.15621,0.56519,0.54223,0.99197,0.9014,0.85262,0.90995,0.52825,0.88379,0.79275,0.82945,0.61395,1.47003,2.40989,0.66439,0.76827,1.3176,0.0091585,0.0091585,0.0091585
257,2301.93,0.90856,0.95073,0.58499,0.53064,1.01618,0.87163,0.84456,0.89788,0.52184,0.91338,0.81959,0.8829,0.65452,1.55504,2.1102,0.66986,0.83246,1.35032,0.0091552,0.0091552,0.0091552
258,2310.35,0.89597,1.00921,0.58047,0.52164,1.00093,0.91441,0.81865,0.9007,0.5534,0.95718,0.79275,0.87423,0.64639,1.42788,2.1063,0.64519,0.77068,1.27721,0.0091519,0.0091519,0.0091519
259,2319.9,0.90274,1.14064,0.60719,0.5559,1.0065,0.88713,0.8342,0.9046,0.52064,0.93018,0.78238,0.86504,0.6518,1.53501,2.11472,0.65339,0.80996,1.30887,0.0091486,0.0091486,0.0091486
260,2328.24,0.92246,0.99356,0.5798,0.53493,0.99117,0.90024,0.84161,0.90094,0.5016,0.90723,0.81076,0.85627,0.62066,1.561,2.09862,0.64789,0.80666,1.32019,0.0091453,0.0091453,0.0091453
261,2336.58,0.93487,1.02284,0.56554,0.53458,0.98521,0.90452,0.84974,0.90167,0.4903,0.94081,0.82359,0.87978,0.63474,1.65274,2.06909,0.66147,0.8262,1.35778,0.009142,0.009142,0.009142
262,2344.91,0.88258,0.95009,0.56424,0.52782,0.98952,0.93217,0.82383,0.91678,0.51844,0.92553,0.80311,0.86378,0.63419,1.50919,2.08094,0.66663,0.7917,1.30961,0.0091387,0.0091387,0.0091387
263,2354.4,0.90058,1.10758,0.59565,0.53948,0.99872,0.87589,0.87047,0.91913,0.54844,0.89741,0.80311,0.861,0.61577,1.37618,2.1362,0.67752,0.71937,1.24462,0.0091354,0.0091354,0.0091354
264,2362.75,0.87552,1.04186,0.5783,0.53396,0.99557,0.90003,0.8601,0.92016,0.54069,0.87815,0.80311,0.83273,0.59371,1.41698,2.16253,0.68887,0.752,1.26193,0.0091321,0.0091321,0.0091321
265,2371.14,0.86092,1.00657,0.56791,0.52225,1.00099,0.86949,0.89749,0.91359,0.54683,0.94416,0.80829,0.88393,0.62656,1.4465,2.07692,0.67992,0.75759,1.26674,0.0091288,0.0091288,0.0091288
266,2379.47,0.93463,1.12642,0.59179,0.54695,1.00904,0.91231,0.86253,0.91389,0.53876,0.93842,0.79793,0.85352,0.61196,1.45917,2.24989,0.70334,0.76026,1.32151,0.0091255,0.0091255,0.0091255
267,2387.8,0.84208,0.95367,0.58109,0.52028,0.98225,0.9239,0.81776,0.90637,0.52013,0.91931,0.76744,0.83224,0.62267,1.54629,2.18877,0.69542,0.81218,1.36436,0.0091222,0.0091222,0.0091222
268,2396.94,0.85329,1.00917,0.57433,0.51164,0.98186,0.88057,0.84043,0.89128,0.50431,0.89492,0.7772,0.8313,0.61417,1.56708,2.25157,0.68566,0.81897,1.38596,0.0091189,0.0091189,0.0091189
269,2405.31,0.88798,1.02027,0.57983,0.53059,1.00098,0.8892,0.83165,0.86236,0.49586,0.86565,0.76787,0.77144,0.57769,1.46706,2.40209,0.66476,0.78874,1.31831,0.0091156,0.0091156,0.0091156
270,2413.65,0.91345,1.01335,0.59004,0.54058,1.01368,0.88337,0.8342,0.87864,0.51032,0.89092,0.76684,0.81299,0.61724,1.48411,2.18257,0.64225,0.78716,1.3184,0.0091123,0.0091123,0.0091123
271,2422.23,0.88357,1.09888,0.53434,0.52817,0.97901,0.91552,0.84456,0.8913,0.53394,0.88724,0.78756,0.83112,0.63565,1.46372,2.12975,0.64607,0.7796,1.28836,0.009109,0.009109,0.009109
272,2430.73,0.8779,1.05357,0.5328,0.51899,0.97816,0.90722,0.86528,0.9113,0.55528,0.90127,0.75675,0.81761,0.63225,1.40443,2.20404,0.65034,0.74062,1.25434,0.0091057,0.0091057,0.0091057
273,2439.13,0.8765,1.06697,0.55949,0.51812,0.98408,0.90498,0.83895,0.90466,0.55787,0.89488,0.74989,0.80007,0.61,1.3585,2.24686,0.66931,0.72071,1.2533,0.0091024,0.0091024,0.0091024
274,2447.47,0.90278,1.00399,0.57854,0.52583,1.00239,0.8902,0.8342,0.90289,0.55492,0.89403,0.80311,0.8527,0.65413,1.4115,2.10855,0.69399,0.7343,1.25523,0.0090991,0.0090991,0.0090991
275,2455.95,0.87871,1.08494,0.55268,0.50102,0.99132,0.92528,0.81865,0.91144,0.55466,0.91622,0.80829,0.86796,0.64528,1.4295,2.13499,0.68833,0.71479,1.26197,0.0090958,0.0090958,0.0090958
276,2465.34,0.88462,1.08672,0.57542,0.51883,0.99614,0.89193,0.86528,0.90382,0.52698,0.9079,0.82902,0.85001,0.63117,1.48433,2.10845,0.69261,0.74116,1.29433,0.0090925,0.0090925,0.0090925
277,2473.69,0.89424,0.98606,0.5786,0.52895,0.97888,0.91486,0.83517,0.89696,0.50886,0.91107,0.79625,0.84047,0.63712,1.49382,2.15621,0.68267,0.74327,1.30616,0.0090892,0.0090892,0.0090892
278,2483.09,0.90334,0.97433,0.55084,0.5318,0.99666,0.8996,0.88207,0.90463,0.539,0.92284,0.7772,0.8224,0.601,1.41828,2.31982,0.6788,0.71013,1.29204,0.0090859,0.0090859,0.0090859
279,2491.44,0.88487,0.98669,0.57346,0.52744,0.99356,0.90064,0.91192,0.9238,0.54021,0.8869,0.77202,0.79043,0.59713,1.41271,2.36783,0.68264,0.7054,1.28798,0.0090826,0.0090826,0.0090826
280,2499.82,0.86047,1.00626,0.5779,0.51204,0.98721,0.88866,0.87047,0.91067,0.53866,0.89991,0.79793,0.84551,0.62234,1.42531,2.3008,0.70428,0.71889,1.27428,0.0090793,0.0090793,0.0090793
281,2508.19,0.87261,1.05872,0.56824,0.5338,0.99462,0.91363,0.8342,0.87766,0.51244,0.93308,0.79474,0.82922,0.59623,1.41541,2.1596,0.69801,0.77991,1.24232,0.009076,0.009076,0.009076
282,2516.57,0.88789,1.06594,0.5612,0.53479,0.99516,0.90102,0.82902,0.86248,0.49647,0.94581,0.81385,0.85434,0.58709,1.42051,2.23556,0.67276,0.95188,1.25029,0.0090727,0.0090727,0.0090727
283,2524.91,0.89016,1.09072,0.56045,0.53773,0.99538,0.90442,0.83349,0.88353,0.52356,0.91822,0.79793,0.83438,0.60896,1.42565,2.16953,0.65237,0.76022,1.28228,0.0090694,0.0090694,0.0090694
284,2533.25,0.87105,1.1261,0.54908,0.52783,0.98309,0.8992,0.80829,0.88141,0.50639,0.90792,0.81865,0.85736,0.64308,1.56906,2.12971,0.66899,0.81089,1.36596,0.0090661,0.0090661,0.0090661
285,2541.74,0.86553,0.98362,0.59432,0.51491,0.99024,0.89132,0.82383,0.87806,0.52405,0.93298,0.79348,0.86157,0.63211,1.4695,2.07754,0.66516,0.75627,1.3183,0.0090628,0.0090628,0.0090628
286,2550.12,0.88674,1.14582,0.55309,0.52713,1.00342,0.88779,0.86092,0.89378,0.50661,0.93087,0.81347,0.86335,0.6322,1.48925,2.01472,0.67688,0.78732,1.32688,0.0090595,0.0090595,0.0090595
287,2558.52,0.8747,1.10324,0.57242,0.52802,0.99691,0.88946,0.87557,0.91447,0.54993,0.95605,0.78898,0.87721,0.65815,1.39911,2.02489,0.66316,0.76047,1.27307,0.0090562,0.0090562,0.0090562
288,2566.93,0.87009,0.92898,0.5398,0.50278,0.97849,0.87769,0.85516,0.89586,0.50191,0.94991,0.7772,0.84665,0.64944,1.57458,2.11129,0.67141,0.82534,1.34378,0.0090529,0.0090529,0.0090529
289,2575.78,0.88154,0.97943,0.55165,0.52325,0.98532,0.90257,0.86394,0.9134,0.53596,0.91191,0.80453,0.86006,0.66059,1.49411,2.11506,0.68069,0.77015,1.33937,0.0090496,0.0090496,0.0090496
290,2584.39,0.86765,1.05197,0.55394,0.50587,0.98803,0.90763,0.87565,0.91781,0.53734,0.92088,0.84974,0.895,0.66528,1.51148,2.02949,0.69023,0.76658,1.34317,0.0090463,0.0090463,0.0090463
291,2593.61,0.87797,1.07884,0.55969,0.51413,0.99794,0.93242,0.86528,0.92598,0.54258,0.95669,0.80111,0.88308,0.63801,1.44916,2.03751,0.70222,0.74145,1.31732,0.009043,0.009043,0.009043
292,2601.97,0.85125,0.87153,0.53863,0.50931,0.9684,0.9318,0.86528,0.91539,0.51495,0.93793,0.81347,0.86635,0.62227,1.52884,2.09333,0.72583,0.7421,1.34811,0.0090397,0.0090397,0.0090397
293,2610.33,0.83295,0.99574,0.5424,0.50339,0.96049,0.89891,0.87536,0.92111,0.49694,0.90189,0.79793,0.83169,0.60745,1.51077,2.09334,0.68991,0.78654,1.31854,0.0090364,0.0090364,0.0090364
294,2618.9,0.8256,0.94656,0.53382,0.50357,0.96867,0.9155,0.85492,0.90096,0.52373,0.89946,0.83938,0.86088,0.60847,1.42579,2.03382,0.66492,0.75766,1.28471,0.0090331,0.0090331,0.0090331
295,2627.23,0.82982,0.85515,0.55866,0.48789,0.96048,0.8905,0.84273,0.90101,0.53793,0.88502,0.83755,0.86685,0.64117,1.50694,2.16346,0.67693,0.75366,1.32783,0.0090298,0.0090298,0.0090298
296,2636.37,0.86315,1.10749,0.5505,0.51801,0.98212,0.87039,0.86989,0.87318,0.52105,0.91339,0.81965,0.86934,0.6626,1.55763,1.99782,0.67638,0.71205,1.34308,0.0090265,0.0090265,0.0090265
297,2644.71,0.8305,0.94644,0.50959,0.4905,0.96415,0.87004,0.86722,0.86998,0.496,0.92852,0.80829,0.87494,0.64399,1.64225,1.99543,0.67794,0.72116,1.38339,0.0090232,0.0090232,0.0090232
298,2653.57,0.84362,1.07979,0.56563,0.51035,0.9867,0.91385,0.86528,0.89987,0.52228,0.92232,0.81347,0.87872,0.66202,1.56355,1.97129,0.67508,0.74847,1.33022,0.0090199,0.0090199,0.0090199
299,2662.76,0.84437,1.03435,0.53993,0.51826,0.98918,0.92369,0.86528,0.90672,0.55112,0.9211,0.84456,0.90235,0.6609,1.48108,1.9699,0.6747,0.70765,1.27496,0.0090166,0.0090166,0.0090166
300,2671.3,0.87792,1.04731,0.52009,0.53753,1.01144,0.90534,0.88083,0.91221,0.52723,0.88786,0.83938,0.87089,0.62095,1.53948,2.12154,0.65387,0.72997,1.30062,0.0090133,0.0090133,0.0090133
301,2679.64,0.85516,1.0069,0.52052,0.5175,0.98854,0.88193,0.89637,0.92298,0.54085,0.89819,0.79793,0.83922,0.60965,1.4909,2.22966,0.62959,0.72217,1.27998,0.00901,0.00901,0.00901
302,2687.96,0.85853,1.03898,0.51011,0.51627,0.99367,0.89007,0.87565,0.9154,0.53544,0.90514,0.79793,0.82841,0.60176,1.49992,2.30712,0.63307,0.75751,1.30619,0.0090067,0.0090067,0.0090067
303,2697.42,0.83024,0.99749,0.52266,0.50517,0.97944,0.89793,0.86603,0.90949,0.55287,0.91716,0.80316,0.85952,0.62837,1.46471,2.17066,0.65588,0.71247,1.30536,0.0090034,0.0090034,0.0090034
304,2705.72,0.84947,0.9937,0.52358,0.51678,0.98822,0.9098,0.82902,0.90183,0.53955,0.93444,0.81347,0.86873,0.64805,1.52235,2.12343,0.65737,0.7174,1.34914,0.0090001,0.0090001,0.0090001
305,2714.07,0.83923,0.98524,0.51583,0.50659,0.981,0.88145,0.88606,0.88541,0.50603,0.93985,0.80967,0.85,0.60078,1.47876,2.10081,0.66779,0.8919,1.31647,0.0089968,0.0089968,0.0089968
306,2722.4,0.84794,0.99401,0.52247,0.51285,0.9914,0.93766,0.81347,0.92101,0.54807,0.94961,0.82383,0.88815,0.65568,1.49715,2.08698,0.66543,0.74314,1.32688,0.0089935,0.0089935,0.0089935
307,2731.82,0.83481,0.96649,0.55085,0.50387,0.98191,0.86729,0.88039,0.91775,0.54085,0.93679,0.81347,0.88372,0.6552,1.51908,2.09349,0.67104,0.7669,1.32062,0.0089902,0.0089902,0.0089902
308,2740.44,0.84415,1.01227,0.5354,0.51438,0.98338,0.9026,0.86432,0.92352,0.56182,0.93484,0.8342,0.88549,0.67774,1.47051,2.08612,0.66386,0.72737,1.28377,0.0089869,0.0089869,0.0089869
309,2748.99,0.8308,0.94825,0.54155,0.49484,0.96845,0.90317,0.86994,0.92131,0.54679,0.93768,0.79275,0.86367,0.64701,1.45997,2.16593,0.63653,0.76789,1.29118,0.0089836,0.0089836,0.0089836
310,2758.09,0.87506,0.9967,0.554,0.51581,1.00518,0.91682,0.8567,0.922,0.55038,0.91841,0.78238,0.85926,0.63485,1.48615,2.24036,0.6503,0.7524,1.30589,0.0089803,0.0089803,0.0089803
311,2766.52,0.83189,1.04397,0.53467,0.49762,0.96618,0.92365,0.87047,0.91257,0.55224,0.90481,0.78805,0.86196,0.63214,1.46935,2.28445,0.66536,0.72662,1.29461,0.008977,0.008977,0.008977
312,2774.86,0.82974,1.04093,0.51914,0.50525,0.96987,0.93815,0.87047,0.91854,0.55826,0.88978,0.83938,0.85476,0.61876,1.38505,2.18958,0.65764,0.69932,1.25285,0.0089737,0.0089737,0.0089737
313,2783.71,0.8162,0.97398,0.52978,0.48665,0.97133,0.93466,0.88601,0.93245,0.56334,0.91258,0.80311,0.83788,0.61506,1.35003,2.12025,0.65463,0.69819,1.2475,0.0089704,0.0089704,0.0089704
314,2792.52,0.80354,0.89742,0.51641,0.49238,0.95191,0.9456,0.90155,0.93262,0.55672,0.90815,0.81865,0.8517,0.6199,1.37844,2.04154,0.6589,0.72061,1.27012,0.0089671,0.0089671,0.0089671
315,2801.07,0.80395,0.95947,0.53321,0.49552,0.97621,0.94108,0.88601,0.92619,0.58297,0.93395,0.80598,0.86526,0.6544,1.35657,2.20674,0.68691,0.72845,1.25723,0.0089638,0.0089638,0.0089638
316,2809.92,0.8218,0.92349,0.51096,0.50064,0.97664,0.90458,0.85492,0.92155,0.57302,0.90405,0.78112,0.8352,0.62007,1.38583,2.40206,0.7088,0.76503,1.27473,0.0089605,0.0089605,0.0089605
317,2819.18,0.81093,0.91495,0.5102,0.48851,0.97157,0.91205,0.85965,0.91812,0.56508,0.88399,0.77202,0.8177,0.60564,1.44792,2.56482,0.73901,0.78065,1.29618,0.0089572,0.0089572,0.0089572
318,2828.53,0.81821,0.90291,0.51255,0.48767,0.97394,0.90464,0.83557,0.89106,0.51451,0.89164,0.77202,0.77855,0.57718,1.51405,2.53246,0.72602,0.81271,1.33179,0.0089539,0.0089539,0.0089539
319,2836.92,0.81465,0.99036,0.49863,0.50458,0.98025,0.91217,0.87047,0.91857,0.54508,0.91014,0.81347,0.84685,0.62989,1.50982,2.33028,0.6897,0.77933,1.33861,0.0089506,0.0089506,0.0089506
320,2846.2,0.84308,0.94938,0.5268,0.51387,0.96912,0.90791,0.86839,0.91229,0.53985,0.90212,0.81184,0.85492,0.64691,1.48225,2.23772,0.69689,0.74922,1.31885,0.0089473,0.0089473,0.0089473
321,2855.43,0.87371,0.89629,0.51541,0.52149,0.98169,0.90533,0.88083,0.90319,0.5439,0.88908,0.8342,0.85779,0.62996,1.43367,2.19856,0.69657,0.7427,1.27932,0.008944,0.008944,0.008944
322,2863.98,0.82409,0.89597,0.49442,0.48765,0.98234,0.91922,0.84456,0.89116,0.53925,0.90866,0.81865,0.8555,0.6226,1.4475,2.26345,0.6867,0.75991,1.28207,0.0089407,0.0089407,0.0089407
323,2872.93,0.80499,0.91647,0.50459,0.48748,0.96776,0.89662,0.8601,0.8746,0.50859,0.88856,0.82628,0.84577,0.61868,1.51466,2.25841,0.68433,0.77987,1.30148,0.0089374,0.0089374,0.0089374
324,2881.72,0.79959,0.87147,0.514,0.48116,0.97031,0.93535,0.84456,0.91536,0.53072,0.90666,0.81865,0.86103,0.64113,1.49674,2.25016,0.69569,0.77344,1.3187,0.0089341,0.0089341,0.0089341
325,2890.12,0.81648,0.9965,0.53028,0.49732,0.96738,0.9241,0.87047,0.9214,0.52596,0.90986,0.81347,0.83796,0.62235,1.46881,2.25318,0.69048,0.76565,1.32109,0.0089308,0.0089308,0.0089308
326,2898.46,0.81752,0.94017,0.51143,0.47778,0.95944,0.8858,0.84974,0.90056,0.51913,0.9022,0.81253,0.83352,0.62934,1.49083,2.36035,0.70346,0.77701,1.31463,0.0089275,0.0089275,0.0089275
327,2906.78,0.82992,0.91988,0.50675,0.49584,0.96342,0.93122,0.82902,0.93055,0.56924,0.90689,0.80751,0.84113,0.6315,1.38993,2.41586,0.71121,0.74946,1.28131,0.0089242,0.0089242,0.0089242
328,2915.1,0.82339,0.91142,0.51522,0.49672,0.98225,0.92576,0.83992,0.92571,0.56125,0.88852,0.79793,0.82641,0.62541,1.4154,2.46653,0.69917,0.75339,1.30546,0.0089209,0.0089209,0.0089209
329,2923.41,0.80173,0.9196,0.49961,0.4874,0.96717,0.92158,0.81347,0.8934,0.53494,0.89669,0.79275,0.82582,0.63365,1.48164,2.39749,0.70028,0.77889,1.32404,0.0089176,0.0089176,0.0089176
330,2931.71,0.83125,0.92092,0.50455,0.48644,0.97717,0.90612,0.81865,0.9073,0.53921,0.8935,0.80311,0.85338,0.64161,1.51979,2.34684,0.70137,0.78839,1.34484,0.0089143,0.0089143,0.0089143
331,2940.03,0.83534,0.97838,0.48881,0.49752,0.98807,0.93238,0.82383,0.91012,0.56768,0.90594,0.79849,0.85704,0.64267,1.43695,2.18079,0.69794,0.73279,1.32098,0.008911,0.008911,0.008911
332,2948.36,0.79538,0.91953,0.50323,0.49044,0.97589,0.92341,0.81206,0.91928,0.58326,0.90909,0.77723,0.83849,0.61946,1.4033,2.42686,0.72864,0.70503,1.31798,0.0089077,0.0089077,0.0089077
333,2956.66,0.77396,0.90954,0.49641,0.4658,0.95039,0.85905,0.88421,0.92123,0.56468,0.9273,0.77202,0.84303,0.6259,1.44563,2.43536,0.70952,0.71597,1.33321,0.0089044,0.0089044,0.0089044
334,2964.98,0.82441,0.96466,0.53504,0.47442,0.96973,0.92602,0.84316,0.90833,0.54221,0.91913,0.79793,0.86348,0.63451,1.49173,2.25391,0.69013,0.754,1.36937,0.0089011,0.0089011,0.0089011
335,2973.29,0.81857,0.96711,0.49377,0.48588,0.9743,0.92213,0.85906,0.92123,0.56505,0.89363,0.78355,0.83658,0.63902,1.40956,2.24491,0.70267,0.73767,1.32877,0.0088978,0.0088978,0.0088978
336,2981.6,0.81103,0.98116,0.52021,0.486,0.97522,0.89516,0.84974,0.90857,0.56424,0.89476,0.79793,0.84778,0.64146,1.39647,2.33335,0.73091,0.74199,1.31927,0.0088945,0.0088945,0.0088945
337,2989.91,0.8451,0.96364,0.49128,0.50182,0.97862,0.9042,0.82383,0.90077,0.55028,0.88926,0.78756,0.83128,0.61921,1.44626,2.50631,0.72386,0.75889,1.33229,0.0088912,0.0088912,0.0088912
338,2998.23,0.82651,0.98587,0.51431,0.50706,0.9749,0.89301,0.8342,0.89547,0.53177,0.90413,0.78181,0.81192,0.60286,1.53541,2.55011,0.71025,0.75641,1.35804,0.0088879,0.0088879,0.0088879
339,3006.64,0.79938,0.90885,0.49949,0.49095,0.9534,0.8928,0.86303,0.91206,0.53503,0.89285,0.78756,0.82494,0.62223,1.54026,2.43313,0.69958,0.74175,1.3693,0.0088846,0.0088846,0.0088846
340,3014.95,0.84462,1.00379,0.50406,0.50483,0.98422,0.93321,0.84974,0.93088,0.56568,0.93207,0.7772,0.83608,0.64062,1.45025,2.35563,0.69035,0.7102,1.31286,0.0088813,0.0088813,0.0088813
341,3023.27,0.81602,0.92595,0.523,0.48385,0.96592,0.91008,0.83905,0.90673,0.55282,0.92417,0.78238,0.83581,0.63445,1.49098,2.31616,0.6674,0.73131,1.30864,0.008878,0.008878,0.008878
342,3031.57,0.83262,0.91494,0.49437,0.49386,0.96142,0.8777,0.85524,0.88317,0.48173,0.92567,0.79793,0.79707,0.58659,1.51375,2.27312,0.672,0.74694,1.30919,0.0088747,0.0088747,0.0088747
343,3039.89,0.81837,0.91718,0.49324,0.49835,0.97333,0.93059,0.80311,0.91775,0.54137,0.92026,0.79275,0.84469,0.62867,1.43611,2.29317,0.67119,0.71552,1.27529,0.0088714,0.0088714,0.0088714
344,3048.21,0.82782,0.92367,0.51452,0.48892,0.95943,0.87871,0.83938,0.90736,0.56565,0.90744,0.79275,0.85337,0.63653,1.38871,2.29677,0.66541,0.73385,1.24716,0.0088681,0.0088681,0.0088681
345,3056.58,0.80721,0.82299,0.51153,0.48927,0.96164,0.88443,0.84456,0.90398,0.55428,0.9271,0.80311,0.85121,0.62848,1.3735,2.28303,0.67395,0.73644,1.25233,0.0088648,0.0088648,0.0088648
346,3064.9,0.79469,0.9649,0.51177,0.48766,0.95841,0.90587,0.84769,0.90699,0.5502,0.84637,0.82902,0.83294,0.62649,1.44856,2.25944,0.66721,0.74143,1.28503,0.0088615,0.0088615,0.0088615
347,3073.21,0.79056,0.96525,0.49212,0.47229,0.9557,0.85601,0.90674,0.93422,0.56106,0.8941,0.80311,0.84365,0.63322,1.46459,2.29717,0.67951,0.74887,1.28889,0.0088582,0.0088582,0.0088582
348,3081.51,0.75155,0.94838,0.47859,0.4715,0.95286,0.89539,0.87565,0.93247,0.58067,0.92084,0.80311,0.84898,0.63742,1.35884,2.27197,0.68769,0.71936,1.26277,0.0088549,0.0088549,0.0088549
349,3089.82,0.78826,0.86999,0.48805,0.47719,0.95773,0.89581,0.8464,0.91194,0.56423,0.91148,0.79275,0.84483,0.64621,1.3968,2.20539,0.66839,0.73406,1.27049,0.0088516,0.0088516,0.0088516
350,3098.14,0.77918,0.84721,0.47586,0.48859,0.95759,0.90345,0.87273,0.91421,0.54644,0.89737,0.80311,0.8373,0.63923,1.43438,2.26886,0.66433,0.73707,1.2931,0.0088483,0.0088483,0.0088483
351,3106.46,0.80958,0.84392,0.48409,0.48516,0.96675,0.91819,0.87233,0.92524,0.55948,0.89341,0.77202,0.80571,0.61425,1.37919,2.29265,0.69721,0.7133,1.27124,0.008845,0.008845,0.008845
352,3114.77,0.80999,0.95332,0.49027,0.48871,0.96573,0.91676,0.85598,0.91216,0.56457,0.90359,0.7772,0.80772,0.60635,1.36487,2.41714,0.72419,0.69831,1.2784,0.0088417,0.0088417,0.0088417
353,3123.1,0.79798,0.94391,0.47967,0.48185,0.96466,0.93114,0.8601,0.91896,0.56449,0.91325,0.78238,0.83556,0.61914,1.39646,2.28614,0.69833,0.71198,1.29094,0.0088384,0.0088384,0.0088384
354,3131.53,0.81739,0.96085,0.49777,0.49629,0.96676,0.90828,0.89119,0.93032,0.57805,0.9078,0.79793,0.8424,0.62616,1.35208,2.23827,0.73408,0.70665,1.2504,0.0088351,0.0088351,0.0088351
355,3140.89,0.81305,0.95022,0.48435,0.48078,0.97684,0.92731,0.8342,0.90799,0.5597,0.89466,0.80311,0.83689,0.6099,1.39834,2.2397,0.73921,0.72925,1.26759,0.0088318,0.0088318,0.0088318
